group,subgroup,month,services
M3 Allied Health Services,1 No subgroup,Jun-06,"58,905"
M3 Allied Health Services,1 No subgroup,Jul-06,"64,009"
M3 Allied Health Services,1 No subgroup,Aug-06,"69,745"
M3 Allied Health Services,1 No subgroup,Sep-06,"71,579"
M3 Allied Health Services,1 No subgroup,Oct-06,"72,784"
M3 Allied Health Services,1 No subgroup,Nov-06,"79,949"
M3 Allied Health Services,1 No subgroup,Dec-06,"71,535"
M3 Allied Health Services,1 No subgroup,Jan-07,"70,988"
M3 Allied Health Services,1 No subgroup,Feb-07,"76,597"
M3 Allied Health Services,1 No subgroup,Mar-07,"88,028"
M3 Allied Health Services,1 No subgroup,Apr-07,"73,751"
M3 Allied Health Services,1 No subgroup,May-07,"100,670"
M3 Allied Health Services,1 No subgroup,Jun-07,"90,964"
M3 Allied Health Services,1 No subgroup,Jul-07,"94,075"
M3 Allied Health Services,1 No subgroup,Aug-07,"99,086"
M3 Allied Health Services,1 No subgroup,Sep-07,"93,681"
M3 Allied Health Services,1 No subgroup,Oct-07,"99,845"
M3 Allied Health Services,1 No subgroup,Nov-07,"107,530"
M3 Allied Health Services,1 No subgroup,Dec-07,"103,191"
M3 Allied Health Services,1 No subgroup,Jan-08,"93,898"
M3 Allied Health Services,1 No subgroup,Feb-08,"110,104"
M3 Allied Health Services,1 No subgroup,Mar-08,"114,093"
M3 Allied Health Services,1 No subgroup,Apr-08,"137,432"
M3 Allied Health Services,1 No subgroup,May-08,"137,544"
M3 Allied Health Services,1 No subgroup,Jun-08,"131,268"
M3 Allied Health Services,1 No subgroup,Jul-08,"144,441"
M3 Allied Health Services,1 No subgroup,Aug-08,"133,778"
M3 Allied Health Services,1 No subgroup,Sep-08,"139,916"
M3 Allied Health Services,1 No subgroup,Oct-08,"149,107"
M3 Allied Health Services,1 No subgroup,Nov-08,"137,514"
M3 Allied Health Services,1 No subgroup,Dec-08,"147,133"
M3 Allied Health Services,1 No subgroup,Jan-09,"138,383"
M3 Allied Health Services,1 No subgroup,Feb-09,"158,360"
M3 Allied Health Services,1 No subgroup,Mar-09,"184,975"
M3 Allied Health Services,1 No subgroup,Apr-09,"179,305"
M3 Allied Health Services,1 No subgroup,May-09,"187,759"
M3 Allied Health Services,1 No subgroup,Jun-09,"179,806"
M3 Allied Health Services,1 No subgroup,Jul-09,"196,100"
M3 Allied Health Services,1 No subgroup,Aug-09,"187,456"
M3 Allied Health Services,1 No subgroup,Sep-09,"202,039"
M3 Allied Health Services,1 No subgroup,Oct-09,"191,334"
M3 Allied Health Services,1 No subgroup,Nov-09,"192,421"
M3 Allied Health Services,1 No subgroup,Dec-09,"189,137"
M3 Allied Health Services,1 No subgroup,Jan-10,"154,418"
M3 Allied Health Services,1 No subgroup,Feb-10,"203,521"
M3 Allied Health Services,1 No subgroup,Mar-10,"242,024"
M3 Allied Health Services,1 No subgroup,Apr-10,"208,596"
M3 Allied Health Services,1 No subgroup,May-10,"231,316"
M3 Allied Health Services,1 No subgroup,Jun-10,"230,798"
M3 Allied Health Services,1 No subgroup,Jul-10,"230,926"
M3 Allied Health Services,1 No subgroup,Aug-10,"230,461"
M3 Allied Health Services,1 No subgroup,Sep-10,"239,464"
M3 Allied Health Services,1 No subgroup,Oct-10,"224,110"
M3 Allied Health Services,1 No subgroup,Nov-10,"242,492"
M3 Allied Health Services,1 No subgroup,Dec-10,"231,869"
M3 Allied Health Services,1 No subgroup,Jan-11,"184,084"
M3 Allied Health Services,1 No subgroup,Feb-11,"246,952"
M3 Allied Health Services,1 No subgroup,Mar-11,"296,867"
M3 Allied Health Services,1 No subgroup,Apr-11,"246,593"
M3 Allied Health Services,1 No subgroup,May-11,"295,302"
M3 Allied Health Services,1 No subgroup,Jun-11,"281,239"
M3 Allied Health Services,1 No subgroup,Jul-11,"263,934"
M3 Allied Health Services,1 No subgroup,Aug-11,"297,082"
M3 Allied Health Services,1 No subgroup,Sep-11,"284,574"
M3 Allied Health Services,1 No subgroup,Oct-11,"264,029"
M3 Allied Health Services,1 No subgroup,Nov-11,"292,559"
M3 Allied Health Services,1 No subgroup,Dec-11,"263,594"
M3 Allied Health Services,1 No subgroup,Jan-12,"238,014"
M3 Allied Health Services,1 No subgroup,Feb-12,"312,129"
M3 Allied Health Services,1 No subgroup,Mar-12,"337,657"
M3 Allied Health Services,1 No subgroup,Apr-12,"293,922"
M3 Allied Health Services,1 No subgroup,May-12,"365,457"
M3 Allied Health Services,1 No subgroup,Jun-12,"313,022"
M3 Allied Health Services,1 No subgroup,Jul-12,"331,503"
M3 Allied Health Services,1 No subgroup,Aug-12,"325,928"
M3 Allied Health Services,1 No subgroup,Sep-12,"330,548"
M3 Allied Health Services,1 No subgroup,Oct-12,"343,832"
M3 Allied Health Services,1 No subgroup,Nov-12,"342,407"
M3 Allied Health Services,1 No subgroup,Dec-12,"294,407"
M3 Allied Health Services,1 No subgroup,Jan-13,"289,973"
M3 Allied Health Services,1 No subgroup,Feb-13,"352,591"
M3 Allied Health Services,1 No subgroup,Mar-13,"360,750"
M3 Allied Health Services,1 No subgroup,Apr-13,"375,496"
M3 Allied Health Services,1 No subgroup,May-13,"425,789"
M3 Allied Health Services,1 No subgroup,Jun-13,"357,757"
M3 Allied Health Services,1 No subgroup,Jul-13,"401,883"
M3 Allied Health Services,1 No subgroup,Aug-13,"389,064"
M3 Allied Health Services,1 No subgroup,Sep-13,"370,824"
M3 Allied Health Services,1 No subgroup,Oct-13,"389,187"
M3 Allied Health Services,1 No subgroup,Nov-13,"380,837"
M3 Allied Health Services,1 No subgroup,Dec-13,"349,273"
M3 Allied Health Services,1 No subgroup,Jan-14,"338,906"
M3 Allied Health Services,1 No subgroup,Feb-14,"409,395"
M3 Allied Health Services,1 No subgroup,Mar-14,"438,701"
M3 Allied Health Services,1 No subgroup,Apr-14,"428,591"
M3 Allied Health Services,1 No subgroup,May-14,"481,591"
M3 Allied Health Services,1 No subgroup,Jun-14,"441,216"
M3 Allied Health Services,1 No subgroup,Jul-14,"463,010"
M3 Allied Health Services,1 No subgroup,Aug-14,"427,639"
M3 Allied Health Services,1 No subgroup,Sep-14,"442,611"
M3 Allied Health Services,1 No subgroup,Oct-14,"454,008"
M3 Allied Health Services,1 No subgroup,Nov-14,"420,997"
M3 Allied Health Services,1 No subgroup,Dec-14,"422,668"
M3 Allied Health Services,1 No subgroup,Jan-15,"372,201"
M3 Allied Health Services,1 No subgroup,Feb-15,"463,175"
M3 Allied Health Services,1 No subgroup,Mar-15,"521,154"
M3 Allied Health Services,1 No subgroup,Apr-15,"487,147"
M3 Allied Health Services,1 No subgroup,May-15,"505,555"
M3 Allied Health Services,1 No subgroup,Jun-15,"507,493"
M3 Allied Health Services,1 No subgroup,Jul-15,"521,352"
M3 Allied Health Services,1 No subgroup,Aug-15,"485,003"
M3 Allied Health Services,1 No subgroup,Sep-15,"494,603"
M3 Allied Health Services,1 No subgroup,Oct-15,"488,564"
M3 Allied Health Services,1 No subgroup,Nov-15,"488,331"
M3 Allied Health Services,1 No subgroup,Dec-15,"471,965"
M3 Allied Health Services,1 No subgroup,Jan-16,"390,697"
M3 Allied Health Services,1 No subgroup,Feb-16,"540,053"
M3 Allied Health Services,1 No subgroup,Mar-16,"555,622"
M3 Allied Health Services,1 No subgroup,Apr-16,"563,780"
M3 Allied Health Services,1 No subgroup,May-16,"589,132"
M3 Allied Health Services,1 No subgroup,Jun-16,"570,844"
M3 Allied Health Services,1 No subgroup,Jul-16,"525,494"
M3 Allied Health Services,1 No subgroup,Aug-16,"575,714"
M3 Allied Health Services,1 No subgroup,Sep-16,"534,567"
M3 Allied Health Services,1 No subgroup,Oct-16,"508,629"
M3 Allied Health Services,1 No subgroup,Nov-16,"568,443"
M3 Allied Health Services,1 No subgroup,Dec-16,"497,292"
M3 Allied Health Services,1 No subgroup,Jan-17,"471,985"
M3 Allied Health Services,1 No subgroup,Feb-17,"585,102"
M3 Allied Health Services,1 No subgroup,Mar-17,"657,806"
M3 Allied Health Services,1 No subgroup,Apr-17,"539,488"
M3 Allied Health Services,1 No subgroup,May-17,"677,446"
M3 Allied Health Services,1 No subgroup,Jun-17,"637,173"
M3 Allied Health Services,1 No subgroup,Jul-17,"593,661"
M3 Allied Health Services,1 No subgroup,Aug-17,"646,632"
M3 Allied Health Services,1 No subgroup,Sep-17,"569,348"
M3 Allied Health Services,1 No subgroup,Oct-17,"600,340"
M3 Allied Health Services,1 No subgroup,Nov-17,"634,389"
M3 Allied Health Services,1 No subgroup,Dec-17,"545,491"
M3 Allied Health Services,1 No subgroup,Jan-18,"534,240"
M3 Allied Health Services,1 No subgroup,Feb-18,"633,940"
M3 Allied Health Services,1 No subgroup,Mar-18,"683,790"
M3 Allied Health Services,1 No subgroup,Apr-18,"641,342"
M3 Allied Health Services,1 No subgroup,May-18,"745,627"
M3 Allied Health Services,1 No subgroup,Jun-18,"667,498"
M3 Allied Health Services,1 No subgroup,Jul-18,"667,578"
M3 Allied Health Services,1 No subgroup,Aug-18,"699,854"
M3 Allied Health Services,1 No subgroup,Sep-18,"616,621"
M3 Allied Health Services,1 No subgroup,Oct-18,"676,645"
M3 Allied Health Services,1 No subgroup,Nov-18,"680,926"
M3 Allied Health Services,1 No subgroup,Dec-18,"584,625"
M3 Allied Health Services,1 No subgroup,Jan-19,"568,877"
M3 Allied Health Services,1 No subgroup,Feb-19,"681,033"
M3 Allied Health Services,1 No subgroup,Mar-19,"721,861"
M3 Allied Health Services,1 No subgroup,Apr-19,"690,992"
M3 Allied Health Services,1 No subgroup,May-19,"791,141"
M3 Allied Health Services,1 No subgroup,Jun-19,"679,934"
M3 Allied Health Services,1 No subgroup,Jul-19,"731,322"
M3 Allied Health Services,1 No subgroup,Aug-19,"716,802"
M3 Allied Health Services,1 No subgroup,Sep-19,"661,710"
M3 Allied Health Services,1 No subgroup,Oct-19,"713,911"
M3 Allied Health Services,1 No subgroup,Nov-19,"683,682"
M3 Allied Health Services,1 No subgroup,Dec-19,"624,220"
M3 Allied Health Services,1 No subgroup,Jan-20,"591,128"
M3 Allied Health Services,1 No subgroup,Feb-20,"704,718"
M3 Allied Health Services,1 No subgroup,Mar-20,"658,755"
M4 Dental Items,1 No subgroup,Jul-04,24
M4 Dental Items,1 No subgroup,Aug-04,120
M4 Dental Items,1 No subgroup,Sep-04,247
M4 Dental Items,1 No subgroup,Oct-04,218
M4 Dental Items,1 No subgroup,Nov-04,275
M4 Dental Items,1 No subgroup,Dec-04,266
M4 Dental Items,1 No subgroup,Jan-05,244
M4 Dental Items,1 No subgroup,Feb-05,274
M4 Dental Items,1 No subgroup,Mar-05,403
M4 Dental Items,1 No subgroup,Apr-05,324
M4 Dental Items,1 No subgroup,May-05,414
M4 Dental Items,1 No subgroup,Jun-05,348
M4 Dental Items,1 No subgroup,Jul-05,364
M4 Dental Items,1 No subgroup,Aug-05,341
M4 Dental Items,1 No subgroup,Sep-05,410
M4 Dental Items,1 No subgroup,Oct-05,440
M4 Dental Items,1 No subgroup,Nov-05,472
M4 Dental Items,1 No subgroup,Dec-05,518
M4 Dental Items,1 No subgroup,Jan-06,416
M4 Dental Items,1 No subgroup,Feb-06,467
M4 Dental Items,1 No subgroup,Mar-06,499
M4 Dental Items,1 No subgroup,Apr-06,432
M4 Dental Items,1 No subgroup,May-06,610
M4 Dental Items,1 No subgroup,Jun-06,563
M4 Dental Items,1 No subgroup,Jul-06,561
M4 Dental Items,1 No subgroup,Aug-06,575
M4 Dental Items,1 No subgroup,Sep-06,575
M4 Dental Items,1 No subgroup,Oct-06,628
M4 Dental Items,1 No subgroup,Nov-06,717
M4 Dental Items,1 No subgroup,Dec-06,618
M4 Dental Items,1 No subgroup,Jan-07,480
M4 Dental Items,1 No subgroup,Feb-07,664
M4 Dental Items,1 No subgroup,Mar-07,728
M4 Dental Items,1 No subgroup,Apr-07,586
M4 Dental Items,1 No subgroup,May-07,808
M4 Dental Items,1 No subgroup,Jun-07,814
M4 Dental Items,1 No subgroup,Jul-07,820
M4 Dental Items,1 No subgroup,Aug-07,967
M4 Dental Items,1 No subgroup,Sep-07,944
M4 Dental Items,1 No subgroup,Oct-07,"1,099"
M4 Dental Items,1 No subgroup,Nov-07,863
M4 Dental Items,1 No subgroup,Dec-07,593
M4 Dental Items,1 No subgroup,Jan-08,189
M4 Dental Items,1 No subgroup,Feb-08,71
M4 Dental Items,1 No subgroup,Mar-08,9
M4 Dental Items,1 No subgroup,Apr-08,22
M4 Dental Items,1 No subgroup,May-08,32
M4 Dental Items,1 No subgroup,Jun-08,7
M4 Dental Items,1 No subgroup,Jul-08,7
M4 Dental Items,1 No subgroup,Aug-08,0
M4 Dental Items,1 No subgroup,Sep-08,8
M4 Dental Items,1 No subgroup,Oct-08,-1
M4 Dental Items,1 No subgroup,Nov-08,8
M4 Dental Items,1 No subgroup,Dec-08,4
M4 Dental Items,1 No subgroup,Jan-09,0
M4 Dental Items,1 No subgroup,Feb-09,4
M4 Dental Items,1 No subgroup,Mar-09,6
M4 Dental Items,1 No subgroup,Apr-09,0
M4 Dental Items,1 No subgroup,May-09,0
M4 Dental Items,1 No subgroup,Jul-09,2
M4 Dental Items,1 No subgroup,Aug-09,2
M4 Dental Items,1 No subgroup,Sep-09,5
M4 Dental Items,1 No subgroup,Mar-10,2
M4 Dental Items,1 No subgroup,May-10,3
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,May-06,118
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Jun-06,100
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Jul-06,251
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Aug-06,263
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Sep-06,197
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Oct-06,282
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Nov-06,269
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Dec-06,235
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Jan-07,269
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Feb-07,285
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Mar-07,746
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Apr-07,600
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,May-07,423
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Jun-07,342
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Jul-07,"2,461"
M12 Services provided by a Practice Nurse/Registered Aboriginal Health Worker,3 Practice Nurse/Aboriginal Health Worker service,Aug-07,"6,455"
